Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
18556,1.17,Premium,G,VS1,62.4,56.0,7564,6.81,6.75,4.23
18604,1.54,Very Good,I,SI2,60.1,61.0,7589,7.41,7.46,4.47
18629,1.02,Good,E,VS1,63.9,56.0,7602,6.33,6.38,4.06
18663,1.5,Ideal,H,SI1,61.6,57.0,7627,7.34,7.24,4.49
18871,1.04,Ideal,G,VVS1,62.8,56.0,7738,6.49,6.45,4.06
19191,1.02,Very Good,G,VVS2,63.1,59.0,7942,6.45,6.38,4.05
19193,1.59,Ideal,J,SI1,61.3,57.0,7943,7.43,7.52,4.58
19214,1.5,Premium,I,SI1,62.3,57.0,7955,7.28,7.22,4.52
19228,1.34,Very Good,H,VS2,61.4,58.0,7965,7.13,7.07,4.36
19238,1.01,Very Good,G,IF,60.0,61.0,7974,6.41,6.45,3.86
19371,0.27,Ideal,D,VVS2,62.6,56.0,622,4.13,4.15,2.59
19421,1.12,Ideal,F,VS2,62.6,56.0,8074,6.59,6.63,4.14
19432,1.12,Ideal,G,VS1,61.1,56.0,8080,6.7,6.73,4.1
19434,1.01,Very Good,F,VS1,62.6,56.0,8081,6.39,6.36,3.99
19479,1.0,Very Good,G,VVS1,63.4,57.0,8115,6.33,6.36,4.02
19483,1.01,Ideal,D,VS2,62.1,58.0,8119,6.4,6.42,3.98
19546,1.2,Premium,G,VS1,58.4,61.0,8177,6.95,6.91,4.05
19607,1.25,Ideal,G,SI1,60.7,56.0,8226,6.98,7.05,4.26
19687,0.32,Very Good,F,VS2,61.5,59.7,624,4.32,4.39,2.68
19795,1.22,Ideal,G,VS2,61.4,56.0,8362,6.9,6.88,4.23
19904,1.21,Ideal,F,VS2,61.2,57.0,8452,6.87,6.82,4.19
19946,1.07,Ideal,G,VVS2,61.8,55.0,8491,6.57,6.61,4.07
19947,2.34,Premium,I,I1,61.5,60.0,8491,8.47,8.43,5.2
20014,0.32,Very Good,I,SI1,59.9,61.0,421,4.44,4.47,2.67
20119,1.31,Ideal,H,VS1,61.5,56.0,8583,7.06,7.0,4.32
20145,1.2,Premium,E,VS2,62.2,59.0,8602,6.82,6.78,4.23
20212,1.5,Premium,H,SI2,62.3,60.0,8645,7.3,7.22,4.52
20303,1.01,Fair,D,VVS2,65.4,57.0,8716,6.2,6.16,4.04
20344,1.03,Ideal,D,VS1,61.5,57.0,8742,6.48,6.52,4.0
20353,1.55,Premium,J,VS1,62.6,59.0,8749,7.4,7.35,4.62
20523,1.2,Ideal,H,VS1,60.9,57.0,8852,6.87,6.9,4.19
20576,1.58,Premium,H,SI2,60.4,58.0,8887,7.6,7.52,4.57
20597,1.21,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17
20610,1.53,Premium,I,SI1,62.9,59.0,8911,7.36,7.32,4.62
20721,0.31,Premium,F,VS2,62.0,58.0,625,4.31,4.37,2.69
20728,0.31,Ideal,F,VS2,61.3,57.0,625,4.3,4.34,2.65
20794,1.52,Very Good,D,SI2,61.2,63.0,9030,7.39,7.31,4.5
20932,1.7,Ideal,H,SI1,61.2,57.0,9139,7.71,7.68,4.71
20946,1.7,Good,H,SI1,64.1,58.0,9158,7.54,7.51,4.83
20986,1.0,Very Good,F,VVS1,62.5,57.0,9201,6.31,6.36,3.96
20987,1.2,Very Good,F,VS1,61.6,61.0,9203,6.81,6.86,4.21
21061,1.26,Ideal,F,VS2,61.4,57.0,9236,7.02,6.96,4.29
21167,1.17,Ideal,G,VS1,61.7,57.0,9326,6.71,6.75,4.15
21256,1.6,Ideal,I,SI1,62.4,53.5,9407,7.45,7.5,4.66
21276,1.77,Premium,J,VS2,59.6,58.0,9428,7.94,7.86,4.71
21329,1.51,Very Good,E,SI1,62.9,62.0,9474,7.21,7.31,4.57
21437,1.21,Premium,E,VS1,60.8,59.0,9541,6.86,6.82,4.16
21441,1.08,Ideal,D,VS1,61.1,56.0,9545,6.59,6.63,4.04
21479,1.52,Ideal,E,SI2,60.1,57.0,9576,7.53,7.49,4.51
21530,1.51,Very Good,D,SI2,59.7,58.0,9627,7.43,7.48,4.45
21557,1.76,Ideal,F,SI2,62.6,55.0,9659,7.69,7.64,4.8
21602,1.5,Good,I,VS1,57.2,62.0,9702,7.64,7.61,4.36
21636,1.35,Very Good,G,VS1,60.1,56.0,9729,7.16,7.21,4.32
21739,1.5,Very Good,I,VS2,60.8,58.0,9804,7.36,7.42,4.49
21759,3.11,Fair,J,I1,65.9,57.0,9823,9.15,9.02,5.98
21980,1.0,Premium,D,VVS2,61.6,60.0,10046,6.41,6.36,3.93
22041,0.31,Premium,I,VS1,59.2,60.0,628,4.45,4.4,2.62
22062,1.51,Good,E,SI1,60.4,61.0,10088,7.33,7.37,4.44
22096,1.17,Premium,D,VS1,61.7,59.0,10115,6.77,6.72,4.16
22173,1.52,Very Good,E,SI2,63.3,58.0,10214,7.31,7.25,4.61
22198,1.12,Ideal,F,VVS2,60.4,56.0,10236,6.82,6.78,4.11
22226,1.53,Premium,I,VS1,61.2,59.0,10282,7.41,7.39,4.53
22255,1.59,Very Good,I,VS2,61.1,58.6,10309,7.49,7.53,4.59
22369,0.31,Very Good,H,VS2,63.2,58.0,628,4.33,4.31,2.73
22423,1.57,Very Good,I,VS2,60.3,58.0,10447,7.58,7.55,4.56
22470,1.52,Very Good,H,VS1,59.8,57.0,10497,7.47,7.55,4.49
22714,1.23,Very Good,E,VS1,61.5,58.0,10730,6.88,6.93,4.25
22741,1.01,Ideal,D,VVS2,61.7,57.0,10761,6.43,6.47,3.98
22792,1.51,Premium,I,VVS2,61.1,60.0,10817,7.36,7.33,4.49
22807,1.53,Premium,G,SI1,58.4,59.0,10830,7.58,7.52,4.41
22808,1.59,Ideal,H,SI1,61.5,57.0,10832,7.53,7.59,4.65
22927,1.52,Premium,E,SI1,62.4,59.0,10963,7.37,7.34,4.59
23074,1.71,Premium,I,SI1,60.2,58.0,11104,7.79,7.75,4.68
23159,1.3,Ideal,G,VVS2,62.0,57.0,11175,7.03,6.96,4.34
23210,1.62,Ideal,I,VS2,61.8,55.0,11217,7.56,7.59,4.68
23317,1.7,Premium,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
23382,0.36,Good,E,SI1,63.1,58.0,631,4.49,4.54,2.85
23391,0.36,Ideal,E,SI1,62.4,55.0,631,4.55,4.58,2.85
23496,2.29,Very Good,H,SI2,63.4,57.0,11502,8.4,8.33,5.3
23530,1.5,Very Good,E,SI1,61.4,59.0,11533,7.24,7.41,4.5
23592,1.51,Premium,F,SI1,62.2,59.0,11607,7.34,7.3,4.55
23598,1.76,Ideal,I,VS1,62.0,57.0,11616,7.71,7.74,4.79
23671,1.59,Good,F,SI1,63.6,57.0,11716,7.39,7.43,4.71
23841,1.51,Very Good,G,VS2,62.8,57.0,11923,7.25,7.3,4.57
23846,1.58,Ideal,G,SI1,62.2,55.0,11927,7.44,7.5,4.65
23848,1.5,Very Good,D,SI1,62.0,63.0,11933,7.27,7.31,4.52
23855,1.52,Ideal,H,VS1,60.1,60.0,11946,7.54,7.51,4.52
23883,2.0,Premium,H,SI2,62.8,57.0,11975,8.05,8.01,5.04
23945,1.73,Premium,H,SI1,62.4,58.0,12079,7.64,7.61,4.76
23995,2.03,Ideal,G,SI2,61.5,57.0,12154,8.15,8.07,4.99
24063,1.37,Ideal,G,VVS2,62.3,55.5,12207,7.05,7.14,4.43
24095,1.61,Premium,H,VS1,62.5,58.0,12242,7.57,7.46,4.7
24116,2.01,Premium,H,SI1,60.0,60.0,12271,8.16,8.13,4.89
24129,2.09,Very Good,H,SI2,60.1,63.0,12295,8.21,8.16,4.92
24175,2.01,Ideal,I,SI2,62.1,55.0,12349,8.12,8.08,5.03
24179,1.76,Very Good,H,SI1,62.6,58.0,12361,7.7,7.66,4.81
24231,1.51,Very Good,G,VS1,60.2,63.0,12430,7.39,7.36,4.44
24273,1.53,Premium,E,SI1,62.6,57.0,12499,7.41,7.25,4.59
24276,2.58,Fair,F,SI2,65.2,59.0,12500,8.58,8.51,5.57
24340,2.01,Ideal,I,SI1,62.9,55.0,12606,8.07,8.0,5.05
24346,2.1,Very Good,I,SI2,60.6,60.0,12612,8.29,8.33,5.04
24395,2.18,Premium,H,SI2,59.4,61.0,12631,8.49,8.45,0.0
24408,1.52,Very Good,H,VVS2,62.8,56.0,12648,7.3,7.32,4.59
24440,2.04,Ideal,J,SI1,62.6,55.0,12696,8.08,8.12,5.07
24475,1.51,Ideal,D,SI1,59.5,57.0,12738,7.56,7.46,4.47
24536,1.31,Ideal,F,VS1,62.1,55.0,12825,6.97,7.0,4.34
24571,1.5,Very Good,F,VS2,62.6,59.0,12870,7.22,7.31,4.55
24572,1.5,Good,E,SI1,64.2,55.0,12870,7.22,7.17,4.62
24640,2.03,Premium,J,SI1,62.1,59.0,12979,8.12,8.06,5.02
24647,1.52,Premium,F,VS2,62.2,58.0,12985,7.38,7.29,4.56
24695,0.3,Very Good,G,VVS2,60.4,60.0,638,4.3,4.34,2.61
24727,2.2,Premium,J,SI2,60.9,60.0,13065,8.42,8.34,5.1
24873,1.64,Ideal,F,SI1,61.8,55.0,13289,7.6,7.58,4.69
24910,1.51,Very Good,G,VS1,61.8,57.0,13348,7.31,7.42,4.55
24954,1.53,Premium,F,VS2,62.2,58.0,13423,7.36,7.27,4.55
24989,1.51,Very Good,G,VVS2,63.6,57.0,13500,7.2,7.32,4.62
25043,0.3,Good,F,SI1,63.6,55.0,641,4.33,4.28,2.74
25127,2.02,Premium,E,SI2,59.9,58.0,13677,8.18,8.14,4.89
25183,1.52,Premium,G,VS2,62.8,60.0,13768,7.26,7.22,4.55
25229,1.51,Ideal,G,VS2,62.3,54.0,13828,7.35,7.33,4.57
25281,2.01,Good,H,SI1,56.7,58.0,13929,8.31,8.36,4.73
25292,1.51,Premium,F,VS2,61.7,58.0,13945,7.33,7.28,4.51
25388,2.0,Very Good,G,SI2,64.0,58.0,14074,7.86,7.95,5.06
25450,1.64,Premium,G,VS2,62.4,58.0,14201,7.49,7.52,4.68
25456,1.53,Premium,G,VS1,61.0,60.0,14214,7.4,7.43,4.52
25474,1.69,Premium,F,VS2,59.8,60.0,14242,7.79,7.74,4.64
25533,2.55,Premium,I,SI2,62.9,58.0,14351,8.7,8.59,5.44
25595,2.01,Premium,I,SI2,62.9,58.0,14444,8.05,8.0,5.05
25599,2.14,Good,I,SI2,63.8,57.0,14452,8.17,8.14,5.2
25688,0.36,Premium,D,SI2,63.0,59.0,643,4.52,4.49,2.84
25752,1.52,Ideal,G,VS2,61.4,56.0,14692,7.39,7.47,4.56
25901,2.8,Premium,I,SI2,61.1,59.0,15030,9.03,8.98,5.5
25927,2.0,Very Good,I,SI1,62.9,59.2,15081,7.95,8.08,5.05
26042,1.91,Very Good,G,SI1,63.1,59.0,15241,7.9,7.86,4.97
26051,1.52,Ideal,D,VS2,62.3,56.0,15252,7.41,7.32,4.59
26087,2.08,Premium,I,SI2,61.2,58.0,15321,8.24,8.16,5.02
26104,1.53,Ideal,G,VVS2,61.0,55.0,15365,7.44,7.5,4.56
26199,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
26215,1.56,Ideal,G,VVS2,62.3,54.0,15609,7.41,7.45,4.63
26283,2.14,Very Good,I,SI1,61.3,61.0,15769,8.28,8.32,5.09
26315,2.1,Premium,I,SI1,61.5,59.0,15818,8.28,8.24,5.08
26339,2.07,Very Good,I,SI1,62.3,60.0,15847,8.12,8.16,5.07
26401,2.01,Premium,H,SI2,63.0,59.0,15917,7.93,7.9,4.99
26412,2.5,Premium,H,SI2,62.4,59.0,15934,8.61,8.54,5.35
26415,2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89
26475,2.37,Ideal,J,VS2,62.2,57.0,16059,8.52,8.58,5.32
26579,2.02,Ideal,F,SI2,61.3,57.0,16290,8.11,8.16,4.99
26598,2.01,Ideal,J,VS1,60.9,56.0,16319,8.14,8.18,4.97
26619,2.07,Very Good,I,VS2,60.6,58.0,16378,8.24,8.29,5.01
26629,2.19,Very Good,I,SI1,60.7,60.0,16397,8.46,8.4,5.12
26704,0.32,Ideal,G,VS1,62.3,55.0,645,4.37,4.4,2.73
26777,1.71,Ideal,G,VS1,62.1,55.0,16618,7.74,7.59,4.76
26787,2.03,Premium,E,SI1,62.9,57.0,16629,8.04,7.98,5.04
26795,2.0,Ideal,E,SI1,62.6,57.0,16650,8.08,8.01,5.04
26797,2.24,Premium,H,SI2,61.4,57.0,16656,8.43,8.35,5.15
26838,2.01,Good,H,SI1,62.2,58.0,16737,7.99,8.05,4.99
26854,1.52,Premium,E,VS1,60.6,58.0,16779,7.44,7.38,4.49
26860,1.75,Premium,G,VS2,61.5,59.0,16783,7.76,7.66,4.74
26886,2.42,Ideal,H,SI2,62.3,57.0,16826,8.62,8.55,5.35
26916,2.53,Premium,J,SI2,62.6,57.0,16934,8.77,8.67,5.46
26994,2.0,Good,D,SI2,64.1,57.0,17094,7.91,7.82,5.04
27042,0.32,Ideal,G,VS1,62.1,55.0,645,4.38,4.41,2.73
27101,2.01,Very Good,F,SI2,60.8,57.0,17244,8.09,8.15,4.94
27164,2.64,Ideal,H,SI2,62.3,55.0,17407,8.88,8.83,5.52
27205,2.52,Premium,H,SI2,62.4,57.0,17522,8.72,8.66,5.43
27314,2.01,Premium,I,VS2,60.3,58.0,17826,8.22,8.16,4.94
27357,1.29,Very Good,D,VVS1,60.8,55.0,17932,7.03,7.12,4.3
27365,0.28,Ideal,E,VVS2,62.1,56.0,646,4.19,4.21,2.61
27376,0.29,Ideal,D,VS1,62.9,55.0,647,4.25,4.21,2.66
27387,0.41,Very Good,J,VS1,60.8,61.0,647,4.72,4.79,2.89
27417,2.51,Premium,J,VS2,62.2,58.0,18020,8.73,8.67,5.41
27501,2.07,Ideal,H,SI2,63.5,53.0,18198,8.12,8.09,5.14
27533,1.62,Ideal,F,VS2,61.2,57.0,18281,7.52,7.58,4.62
27535,2.14,Premium,E,SI2,61.5,58.0,18291,8.31,8.24,5.09
27627,1.83,Premium,G,VS2,60.5,59.0,18525,7.99,7.89,4.8
27713,0.36,Premium,H,SI1,63.0,55.0,648,4.54,4.51,2.85
27751,0.32,Very Good,I,VS1,63.2,54.0,648,4.42,4.38,2.78
27789,0.37,Ideal,E,SI1,62.7,54.0,649,4.55,4.6,2.87
27815,0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61
27941,0.23,Very Good,H,VVS2,62.6,56.0,431,3.92,3.95,2.46
27971,0.3,Premium,E,VS2,62.0,59.0,658,4.27,4.31,2.66
28030,0.3,Ideal,E,VS2,61.5,55.0,658,4.29,4.33,2.65
28097,0.31,Ideal,F,SI1,62.9,57.0,663,4.34,4.31,2.72
28103,0.31,Ideal,F,SI1,62.3,56.0,663,4.35,4.32,2.7
28115,0.36,Ideal,D,SI1,62.5,56.0,663,4.55,4.57,2.85
28134,0.29,Very Good,F,VVS1,62.3,58.0,664,4.22,4.25,2.64
28169,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.46,2.74
28337,0.33,Premium,G,VS1,61.9,59.0,666,4.43,4.45,2.75
28382,0.33,Very Good,I,VS1,63.2,57.0,668,4.4,4.37,2.77
28427,0.3,Ideal,D,VS2,61.2,57.0,670,4.29,4.34,2.64
28441,0.39,Very Good,E,SI1,59.1,59.0,670,4.76,4.81,2.83
28470,0.32,Ideal,H,VS1,62.1,55.0,672,4.4,4.39,2.73
28566,0.3,Premium,H,VS1,62.6,59.0,675,4.3,4.26,2.68
28730,0.31,Ideal,E,VS2,61.6,56.0,680,4.37,4.4,2.7
28736,0.31,Ideal,E,VS2,61.8,56.0,680,4.34,4.36,2.69
28786,0.37,Very Good,D,SI1,62.2,58.0,681,4.58,4.62,2.86
28905,0.3,Very Good,H,VVS1,62.6,60.0,684,4.21,4.26,2.65
28939,0.3,Very Good,G,VVS2,62.9,55.0,684,4.3,4.32,2.71
29218,0.38,Ideal,G,SI1,61.5,55.0,695,4.66,4.68,2.87
29235,0.31,Ideal,D,VS1,61.6,54.0,696,4.33,4.37,2.68
29237,0.4,Ideal,E,SI1,61.9,57.0,696,4.74,4.76,2.94
29284,0.25,Very Good,D,VS1,63.0,59.0,436,3.97,4.0,2.51
29349,0.31,Ideal,G,VS2,61.4,56.0,698,4.36,4.34,2.67
29364,0.31,Premium,G,VS2,61.5,59.0,698,4.35,4.33,2.67
29379,0.31,Very Good,E,SI1,63.4,55.0,698,4.35,4.32,2.75
29435,0.42,Good,H,SI1,63.2,58.0,700,4.77,4.79,3.02
29487,0.4,Very Good,G,SI1,59.2,61.0,702,4.78,4.81,2.84
29508,0.32,Ideal,E,VS2,62.7,55.0,702,4.36,4.38,2.74
29529,0.3,Ideal,E,VS1,62.2,53.8,703,4.3,4.33,2.68
29538,0.4,Ideal,H,VS2,62.4,56.0,704,4.69,4.73,2.94
29556,0.4,Ideal,H,SI1,62.1,55.0,705,4.73,4.77,2.95
29603,0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.55,2.79
29620,0.3,Ideal,I,SI1,60.4,59.0,439,4.33,4.35,2.62
29644,0.35,Very Good,H,VVS2,62.5,58.0,706,4.48,4.51,2.81
29761,0.35,Premium,I,VS1,61.8,58.0,709,4.53,4.5,2.79
29841,0.3,Ideal,D,VS2,62.3,54.0,710,4.3,4.33,2.69
29865,0.3,Very Good,D,VS2,62.4,56.0,710,4.27,4.32,2.68
29915,0.34,Very Good,G,VVS2,60.4,57.0,713,4.53,4.56,2.74
29961,0.31,Ideal,G,SI1,61.7,54.0,446,4.38,4.4,2.71
29994,0.43,Premium,E,SI2,61.2,59.0,716,4.82,4.89,2.97
30034,0.39,Ideal,F,SI1,62.5,55.0,718,4.63,4.68,2.91
30104,0.32,Premium,H,VS1,62.4,58.0,720,4.4,4.35,2.73
30107,0.32,Premium,G,VS2,61.0,59.0,720,4.46,4.42,2.71
30117,0.32,Ideal,G,VS2,61.5,57.0,720,4.41,4.4,2.71
30166,0.4,Good,D,SI1,63.1,57.0,720,4.69,4.73,2.97
30196,0.42,Premium,E,SI1,61.5,58.0,722,4.78,4.84,2.96
30316,0.36,Premium,G,VS1,62.2,59.0,726,4.53,4.57,2.83
30518,0.31,Ideal,D,SI1,61.8,56.0,732,4.37,4.34,2.69
30776,0.4,Ideal,G,SI1,62.3,54.0,741,4.74,4.77,2.96
30870,0.33,Premium,G,VS2,62.1,56.0,743,4.44,4.41,2.75
31078,0.33,Premium,G,VVS2,61.7,58.0,752,4.39,4.42,2.72
31161,0.41,Very Good,E,SI1,62.4,55.0,755,4.74,4.78,2.97
31209,0.32,Premium,D,SI1,61.5,59.0,756,4.42,4.39,2.71
31229,0.32,Good,D,SI1,63.6,56.0,756,4.37,4.34,2.77
31285,0.32,Ideal,G,SI2,61.8,55.0,450,4.4,4.43,2.73
31309,0.32,Ideal,D,VS2,61.0,57.0,758,4.42,4.46,2.71
31326,0.32,Ideal,E,VS1,61.8,55.0,758,4.4,4.43,2.73
31513,0.34,Premium,E,SI1,59.0,60.0,765,4.62,4.56,2.71
31654,0.35,Premium,E,VS2,60.9,59.0,767,4.54,4.56,2.77
31658,0.32,Ideal,E,VS2,61.4,56.0,768,4.45,4.41,2.72
31799,0.42,Ideal,F,SI1,60.6,57.0,773,4.84,4.9,2.95
31812,0.43,Ideal,D,SI1,62.5,55.0,774,4.8,4.83,3.01
31843,0.41,Very Good,J,VVS1,60.1,58.0,775,4.79,4.83,2.89
31860,0.3,Premium,H,VVS2,60.6,58.0,776,4.35,4.33,2.63
31882,0.3,Good,H,VVS2,63.7,55.0,776,4.27,4.24,2.71
31903,0.3,Premium,G,VS1,62.9,58.0,776,4.32,4.27,2.7
31944,0.3,Ideal,F,VS2,60.7,57.0,776,4.34,4.29,2.62
31960,0.31,Ideal,I,VS2,61.6,55.0,452,4.38,4.42,2.71
32026,0.31,Ideal,G,VVS1,61.6,54.0,778,4.36,4.38,2.69
32062,0.33,Premium,D,SI1,60.0,59.0,780,4.5,4.47,2.69
32072,0.32,Ideal,E,VS2,61.4,57.0,780,4.46,4.4,2.72
32247,0.31,Ideal,H,IF,62.0,54.0,789,4.38,4.4,2.72
32380,0.39,Very Good,J,VS1,63.1,56.0,790,4.7,4.62,2.94
32398,0.31,Ideal,E,VVS2,62.0,54.0,791,4.36,4.41,2.72
32512,0.4,Good,E,SI2,63.9,57.0,798,4.71,4.65,2.99
32585,0.31,Ideal,G,IF,62.0,54.0,801,4.35,4.39,2.71
32601,0.39,Ideal,G,VS1,61.8,55.0,802,4.72,4.76,2.93
32644,0.31,Premium,H,VVS2,61.2,59.0,802,4.38,4.34,2.67
32723,0.31,Ideal,F,VS2,62.7,57.0,802,4.34,4.3,2.71
32739,0.31,Premium,F,VS2,59.7,58.0,802,4.48,4.43,2.66
32742,0.31,Premium,G,VS1,62.2,58.0,802,4.38,4.34,2.71
32840,0.46,Ideal,H,SI1,61.7,55.0,807,4.99,5.02,3.09
32913,0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75
32933,0.41,Very Good,I,VVS2,61.3,60.0,811,4.77,4.82,2.94
33004,0.32,Ideal,E,VVS1,60.9,56.0,813,4.41,4.43,2.69
33014,0.3,Very Good,F,VVS1,62.6,56.0,814,4.27,4.29,2.68
33040,0.32,Ideal,G,VVS1,61.1,55.0,814,4.45,4.48,2.73
33081,0.3,Premium,E,VS1,60.2,57.0,814,4.37,4.3,2.61
33150,0.31,Premium,G,VVS1,61.2,59.0,816,4.32,4.34,2.65
33171,0.37,Premium,G,VS1,58.4,59.0,817,4.76,4.69,2.76
33230,0.33,Ideal,D,VS2,61.1,56.0,822,4.5,4.54,2.76
33274,0.32,Good,H,SI1,63.4,55.0,461,4.36,4.38,2.77
33465,0.32,Premium,F,VS2,59.5,61.0,828,4.46,4.42,2.64
33484,0.32,Premium,F,VS2,61.1,58.0,828,4.42,4.39,2.69
33490,0.32,Ideal,F,VS2,62.3,56.0,828,4.4,4.37,2.73
33501,0.32,Ideal,F,VS2,62.8,53.0,828,4.38,4.34,2.74
33544,0.35,Ideal,E,VS1,61.9,56.0,829,4.51,4.53,2.8
33713,0.44,Ideal,D,SI1,61.6,56.0,838,4.9,4.93,3.03
33800,0.4,Premium,F,VS2,61.0,59.0,842,4.71,4.76,2.89
33857,0.3,Premium,E,VS2,59.1,58.0,844,4.39,4.37,2.59
33879,0.3,Ideal,E,VS2,62.1,55.0,844,4.33,4.3,2.68
33902,0.3,Ideal,E,VS2,62.3,57.0,844,4.3,4.27,2.67
33983,0.39,Good,F,VS1,62.8,61.0,847,4.63,4.67,2.92
34106,0.4,Very Good,G,VS1,60.0,56.0,853,4.81,4.85,2.9
34141,0.33,Ideal,F,VS2,60.5,55.0,854,4.55,4.47,2.73
34241,0.4,Premium,D,SI2,62.4,58.0,855,4.73,4.69,2.94
34247,0.38,Very Good,J,VVS2,63.4,56.0,855,4.62,4.56,2.91
34254,0.33,Very Good,D,VVS2,61.9,56.0,856,4.44,4.48,2.76
34261,0.3,Ideal,H,SI1,60.7,56.0,465,4.35,4.37,2.65
34300,0.36,Very Good,G,VVS2,59.5,56.0,858,4.68,4.73,2.8
34349,0.35,Ideal,D,VS1,60.1,57.0,862,4.58,4.61,2.76
34351,0.42,Premium,D,SI2,62.0,59.0,862,4.83,4.78,2.98
34360,0.41,Good,F,VS2,63.2,57.0,863,4.74,4.76,3.0
34381,0.41,Very Good,I,VVS1,59.8,61.0,863,4.79,4.84,2.88
34448,0.31,Ideal,E,VVS2,61.8,54.0,864,4.34,4.36,2.69
34462,0.31,Ideal,E,VVS1,61.5,56.0,865,4.36,4.39,2.69
34491,0.43,Premium,G,VS2,62.3,58.0,867,4.81,4.85,3.01
34532,0.33,Ideal,G,VVS1,62.2,57.0,868,4.41,4.46,2.76
34645,0.31,Ideal,E,VS2,61.9,55.0,872,4.38,4.34,2.7
34656,0.31,Ideal,E,VS2,62.8,57.0,872,4.37,4.33,2.73
34923,0.3,Ideal,J,VS1,62.6,53.0,373,4.28,4.32,2.69
34968,0.23,Very Good,D,VVS2,58.5,62.0,472,4.04,4.06,2.37
35036,0.42,Ideal,E,SI2,62.7,55.0,882,4.79,4.78,3.0
35057,0.47,Ideal,I,VS2,62.1,54.0,884,4.98,5.0,3.1
35335,0.32,Ideal,E,VS1,61.0,57.0,898,4.4,4.42,2.69
35368,0.38,Ideal,H,VS2,62.8,56.0,898,4.62,4.59,2.89
35438,0.32,Ideal,E,VS2,61.5,55.0,900,4.43,4.38,2.71
35529,0.38,Ideal,E,VS1,61.7,53.0,905,4.69,4.71,2.9
35628,0.3,Good,I,VS1,63.7,58.0,473,4.23,4.25,2.7
35653,0.31,Ideal,G,VVS2,62.7,57.0,907,4.33,4.31,2.71
35722,0.3,Ideal,D,VS2,62.3,54.0,911,4.33,4.3,2.69
35731,0.3,Premium,D,VS2,62.3,58.0,911,4.32,4.29,2.68
35771,0.4,Very Good,E,VS2,62.9,55.0,912,4.72,4.73,2.97
35852,0.33,Ideal,E,VVS1,61.9,54.0,917,4.43,4.45,2.75
35883,0.32,Ideal,G,IF,62.3,53.0,918,4.41,4.45,2.76
35884,0.32,Ideal,G,IF,61.0,56.0,918,4.43,4.45,2.71
35953,0.3,Ideal,F,SI1,61.9,57.0,475,4.31,4.35,2.68
35968,0.3,Ideal,G,SI1,61.8,56.0,477,4.34,4.37,2.69
36072,0.4,Premium,D,SI1,63.0,57.0,924,4.7,4.66,2.95
36197,0.4,Ideal,E,VS1,60.1,57.0,931,4.77,4.82,2.88
36231,0.38,Very Good,D,VS2,61.6,59.0,933,4.62,4.66,2.86
36317,0.32,Premium,G,VVS2,60.2,60.0,936,4.45,4.42,2.67
36384,0.38,Premium,D,SI1,58.9,61.0,941,4.79,4.75,2.81
36390,0.31,Premium,D,VVS1,62.7,58.0,942,4.31,4.3,2.7
36612,0.32,Premium,G,SI1,59.6,60.0,477,4.43,4.46,2.65
36614,0.32,Premium,G,SI1,62.5,58.0,477,4.4,4.43,2.76
36833,0.3,Ideal,E,IF,61.2,58.0,957,4.31,4.38,2.66
36843,0.37,Premium,F,VS2,59.7,59.0,957,4.68,4.64,2.78
37062,0.43,Premium,F,VS2,61.1,57.0,968,4.9,4.86,2.98
37141,0.4,Very Good,F,VVS2,62.9,55.0,972,4.72,4.75,2.98
37184,0.46,Fair,I,VS1,65.6,57.0,972,4.85,4.82,3.17
37202,0.46,Ideal,I,VVS1,61.7,57.0,974,4.96,4.99,3.07
37208,0.34,Ideal,G,IF,61.0,55.0,974,4.51,4.54,2.76
37209,0.34,Ideal,G,IF,61.3,56.0,974,4.52,4.55,2.78
37239,0.4,Premium,E,VS2,62.5,58.0,975,4.73,4.65,2.93
37241,0.52,Premium,H,SI2,60.9,61.0,975,5.15,5.1,3.12
37298,0.38,Ideal,F,VS1,62.5,56.0,978,4.6,4.62,2.88
37404,0.38,Ideal,D,VS1,61.9,53.5,983,4.66,4.69,2.9
37522,0.47,Premium,D,SI1,60.6,61.0,987,5.04,5.0,3.04
37533,0.38,Very Good,F,VS1,59.7,61.0,988,4.69,4.73,2.81
37560,0.31,Premium,G,IF,61.4,59.0,988,4.39,4.34,2.68
37592,0.24,Very Good,E,VVS2,62.5,58.0,485,3.96,4.01,2.49
37609,0.24,Very Good,F,VVS1,61.7,56.0,485,3.98,4.0,2.46
37775,0.41,Ideal,E,VS2,62.5,55.0,999,4.77,4.74,2.97
37828,0.33,Ideal,E,VS1,59.6,56.0,1002,4.54,4.49,2.69
37890,0.36,Ideal,G,IF,62.0,57.0,1006,4.54,4.58,2.82
37927,0.23,Good,E,VVS2,63.4,61.0,485,3.85,3.91,2.46
